30,1330 mm,1330  mm,1330  mm,1330 mm,1330 mm,1330 mm,"1,33m",,1960356BHardtop16,Height ( mm),!showcase
32,2100 mm,2100  mm,2100  mm,2100 mm,2100 mm,2100 mm,"2,1m",,1960356BHardtop16,Wheelbase ( mm),!showcase
34,,,,,,,,,1960356BHardtop16,,!showcase
36,,,,,,,,,1960356BHardtop16,PERFORMANCE DATA,!showcase
38,,,,,,,,,1960356BHardtop16,"Engine Type (in format ""48 valve, V-12"")",!showcase
40,,,,,,,,,1960356BHardtop16,Displacement  (cc),!showcase
42,,,,,,,,,1960356BHardtop16,Horsepower (bhp or Kw  @  rpm),!showcase
44,,,,,,,,,1960356BHardtop16,Torque (lb-ft or Nm @ rpm),!showcase
46,,,,,,,,,1960356BHardtop16,"Acceleration (0-60 mph, or 0-100 Km/h, in seconds)",!showcase
48,,,,,,,,,1960356BHardtop16,Top Speed (mph or km/h),!showcase
50,5500 rpm,5500 tr/mn,5500 U/min.,5500 rpm,5500 rpm,5500 v/min,5500 rpm,,1960356BHardtop16,Maximum Engine Speed (rpm),!showcase
52,7.5:1,"7,5:1","7,5:1",7.5:1,"7,5:1","7,5:1","7,5:1",,1960356BHardtop16,Compression Ratio (I.e. 9.6:1),!showcase
54,,,,,,,,,1960356BHardtop16,,!showcase
56,,,,,,,,,1960356BHardtop16,CHASSIS & DRIVETRAIN,!showcase
58,Rear-engine / Rear-drive,Moteur arrière / Propulsion,Heckmotor / Heckantrieb,Motore Post. / Trazione Post.,Motor post. / Tracción tras.,Svansmotor / Bakhjulsdrift,Motor Traseiro / Tração Traseira,,1960356BHardtop16,"Layout (e.g. front engine, rear drive)",!showcase
60,Drum,Tambour,Tro mmel,Tamburo,Tambor,Tru mma,Tambor,,1960356BHardtop16,Brakes – front,!showcase
62,Drum,Tambour,Tro mmel,Tamburo,Tambor,Tru mma,Tambor,,1960356BHardtop16,Brakes – rear,!showcase
64,4.5 x 15in,114 x 381  mm,114 x 381 mm,114 x 381 mm,114 x 381 mm,114 x 381 mm,114 x 381 mm,,1960356BHardtop16,Wheels (front),!showcase
66,4.5 x 15in,114 x 381  mm,114 x 381 mm,114 x 381 mm,114 x 381 mm,114 x 381 mm,114 x 381 mm,,1960356BHardtop16,Wheels (rear),!showcase
68,165 R 15,165 R 15,165 R 15,165 R 15,165 R 15,165 R 15,165 R 15,,1960356BHardtop16,"Tires, Front",!showcase
70,165 R 15,165 R 15,165 R 15,165 R 15,165 R 15,165 R 15,165 R 15,,1960356BHardtop16,"Tires, Rear",!showcase
72,3.09,"3,09","3,09",3.09,"3,09","3,09","3,09",,1960356BHardtop16,Gear Ratio - 1st Gear,!showcase
74,1.765,"1,765","1,765",1.765,"1,765","1,765","1,765",,1960356BHardtop16,Gear Ratio - 2nd Gear,!showcase
76,1.13,"1,13","1,13",1.13,"1,13","1,13","1,13",,1960356BHardtop16,Gear Ratio - 3rd Gear,!showcase
78,0.852,"0,852","0,852",0.852,"0,852","0,852","0,852",,1960356BHardtop16,Gear Ratio - 4th Gear,!showcase
80,N/A,n.c.,N/V,n.d.,n/d,Ej tillg.,N/A,,1960356BHardtop16,Gear Ratio - 5th Gear,!showcase
82,N/A,n.c.,N/V,n.d.,n/d,Ej tillg.,N/A,,1960356BHardtop16,Gear Ratio - 6th Gear,!showcase
84,4.428:1,"4,428:1","4,428:1",4.428:1,"4,428:1","4,428:1","4,428:1",,1960356BHardtop16,Gear Ratio - Final Drive,!showcase
86,-3.6,"-3,56","-3,56",-3.56,"-3,56","-3,56","-3,56",,1960356BHardtop16,Gear Ratio - Reverse,!showcase
88,4-Speed,4,4-Gang,4-Marce,4 vel.,4-växlad,4 marchas,,1960356BHardtop16,Gearbox (e.g. 5 speed),!showcase
90,Manual,Manuelle,Manuell,Manuale,Manual,Manuell,Manual,,1960356BHardtop16,Transmission type (manual or automatic),!showcase




,,,,,,,,,,,
2,1960 356B Roadster 1.6,,,,,,,,1960356BRoadster16,STAT DATA GROUPINGS,!showcase
4,,,,,,,,,1960356BRoadster16,,!showcase
6,American,French,German,Italian,Spanish,Swedish,Portugese,,1960356BRoadster16,STATS AT A GLANCE,!showcase
8,"4 cylinder ""Boxer""",4 cylindres boxer,4-Zylinder Boxer,4 Cilindri Boxer,"""Boxer"" de 4 Cilindros","4-cylindrig ""boxer""",Boxer 4 cilindros,,1960356BRoadster16,"Engine Type (in format ""48 valve, V-12"")",!showcase
10,1582cc,1582cc,1582 ccm,1582cc,1582cc,1582cc,1582cc,,1960356BRoadster16,Displacement  (cc),!showcase
12,60bhp @ 4500rpm,60 ch à 4500 tr/mn,60 PS bei 4500 U/min.,60bhp @ 4500rpm,60 cv @ 4500 rpm,60 hk @ 4500 v/min,60 hp à 4500 rpm,,1960356BRoadster16,Horsepower (bhp or Kw  @  rpm),!showcase
14,83lb-ft @ 3700rpm,"11,5 mkg à 3700 tr/mn",113 Nm bei 3700 U/min.,83lb-ft @ 3700rpm,"11,5 kgm @ 3700 rpm",113 Nm @ 3700 v/min,"11,5 kgm à 3700 rpm",,1960356BRoadster16,Torque (lb-ft or Nm @ rpm),!showcase
16,16.5,"16""5","16,5 sek.",16.5 sec.,"16,5 seg","16,5 s","16,5 seg",,1960356BRoadster16,"Acceleration (0-60 mph, or 0-100 Km/h, in seconds)",!showcase
18,96 mph,155 km/h,155 km/h,155km/h,155km/h,155km/h,155km/h,,1960356BRoadster16,Top Speed (mph) - please also supply in km/h,!showcase
20,,,,,,,,,1960356BRoadster16,,!showcase
22,,,,,,,,,1960356BRoadster16,GENERAL DATA,!showcase
24,870Kg,870 Kg,870 kg,870Kg,870Kg,870Kg,870Kg,,1960356BRoadster16,Weight (kerb - kg),!showcase
26,4010 mm,4010  mm,4010  mm,4010 mm,4010 mm,4010 mm,"4,01m",,1960356BRoadster16,Length ( mm),!showcase
28,1670 mm,1670  mm,1670  mm,1670 mm,1670 mm,1670 mm,"1,67m",,1960356BRoadster16,Width ( mm),!showcase
30,1310 mm,1310  mm,1310  mm,1310 mm,1310 mm,1310 mm,"1,31m",,1960356BRoadster16,Height ( mm),!showcase
32,2100 mm,2100  mm,2100  mm,2100 mm,2100 mm,2100 mm,"2,1m",,1960356BRoadster16,Wheelbase ( mm),!showcase
34,,,,,,,,,1960356BRoadster16,,!showcase
36,,,,,,,,,1960356BRoadster16,PERFORMANCE DATA,!showcase
38,,,,,,,,,1960356BRoadster16,"Engine Type (in format ""48 valve, V-12"")",!showcase
40,,,,,,,,,1960356BRoadster16,Displacement  (cc),!showcase
42,,,,,,,,,1960356BRoadster16,Horsepower (bhp or Kw  @  rpm),!showcase
44,,,,,,,,,1960356BRoadster16,Torque (lb-ft or Nm @ rpm),!showcase
46,,,,,,,,,1960356BRoadster16,"Acceleration (0-60 mph, or 0-100 Km/h, in seconds)",!showcase
48,,,,,,,,,1960356BRoadster16,Top Speed (mph or km/h),!showcase
50,5500 rpm,5500 tr/mn,5500 U/min.,5500 rpm,5500 rpm,5500 v/min,5500 rpm,,1960356BRoadster16,Maximum Engine Speed (rpm),!showcase
52,7.5:1,"7,5:1","7,5:1",7.5:1,"7,5:1","7,5:1","7,5:1",,1960356BRoadster16,Compression Ratio (I.e. 9.6:1),!showcase
54,,,,,,,,,1960356BRoadster16,,!showcase
56,,,,,,,,,1960356BRoadster16,CHASSIS & DRIVETRAIN,!showcase
58,Rear-engine / Rear-drive,Moteur arrière / Propulsion,Heckmotor / Heckantrieb,Motore Post. / Trazione Post.,Motor post. / Tracción tras.,Svansmotor / Bakhjulsdrift,Motor Traseiro / Tração Traseira,,1960356BRoadster16,"Layout (e.g. front engine, rear drive)",!showcase
60,Drum,Tambour,Tro mmel,Tamburo,Tambor,Tru mma,Tambor,,1960356BRoadster16,Brakes – front,!showcase
62,Drum,Tambour,Tro mmel,Tamburo,Tambor,Tru mma,Tambor,,1960356BRoadster16,Brakes – rear,!showcase
64,4.5 x 15in,114 x 381  mm,114 x 381 mm,114 x 381 mm,114 x 381 mm,114 x 381 mm,114 x 381 mm,,1960356BRoadster16,Wheels (front),!showcase
66,4.5 x 15in,114 x 381  mm,114 x 381 mm,114 x 381 mm,114 x 381 mm,114 x 381 mm,114 x 381 mm,,1960356BRoadster16,Wheels (rear),!showcase
68,165 R 15,165 R 15,165 R 15,165 R 15,165 R 15,165 R 15,165 R 15,,1960356BRoadster16,"Tires, Front",!showcase
70,165 R 15,165 R 15,165 R 15,165 R 15,165 R 15,165 R 15,165 R 15,,1960356BRoadster16,"Tires, Rear",!showcase
72,3.09,"3,09","3,09",3.09,"3,09","3,09","3,09",,1960356BRoadster16,Gear Ratio - 1st Gear,!showcase
74,1.765,"1,765","1,765",1.765,"1,765","1,765","1,765",,1960356BRoadster16,Gear Ratio - 2nd Gear,!showcase
76,1.13,"1,13","1,13",1.13,"1,13","1,13","1,13",,1960356BRoadster16,Gear Ratio - 3rd Gear,!showcase
78,0.852,"0,852","0,852",0.852,"0,852","0,852","0,852",,1960356BRoadster16,Gear Ratio - 4th Gear,!showcase
80,N/A,n.c.,N/V,n.d.,n/d,Ej tillg.,N/A,,1960356BRoadster16,Gear Ratio - 5th Gear,!showcase
82,N/A,n.c.,N/V,n.d.,n/d,Ej tillg.,N/A,,1960356BRoadster16,Gear Ratio - 6th Gear,!showcase
84,4.428:1,"4,428:1","4,428:1",4.428:1,"4,428:1","4,428:1","4,428:1",,1960356BRoadster16,Gear Ratio - Final Drive,!showcase
86,-3.6,"-3,56","-3,56",-3.56,"-3,56","-3,56","-3,56",,1960356BRoadster16,Gear Ratio - Reverse,!showcase
88,4-Speed,4,4-Gang,4-Marce,4 vel.,4-växlad,4 marchas,,1960356BRoadster16,Gearbox (e.g. 5 speed),!showcase
90,Manual,Manuelle,Manuell,Manuale,Manual,Manuell,Manual,,1960356BRoadster16,Transmission type (manual or automatic),!showcase



,,,,,,,,,,,
,,,,,,,,,,,
2,1960 356B Coupe 1.6S,,,,,,,,1960356BCoupe16S,STAT DATA GROUPINGS,!showcase
4,,,,,,,,,1960356BCoupe16S,,!showcase
6,American,French,German,Italian,Spanish,Swedish,Portugese,,1960356BCoupe16S,STATS AT A GLANCE,!showcase
8,"4 cylinder ""Boxer""",4 cylindres boxer,4-Zylinder Boxer,4 Cilindri Boxer,"""Boxer"" de 4 Cilindros","4-cylindrig ""boxer""",Boxer 4 cilindros,,1960356BCoupe16S,"Engine Type (in format ""48 valve, V-12"")",!showcase
10,1582cc,1582cc,1582 ccm,1582cc,1582cc,1582cc,1582cc,,1960356BCoupe16S,Displacement  (cc),!showcase
12,70bhp @ 5000rpm,70 ch à 5000 tr/mn,70 PS bei 5000 U/min.,70bhp @ 5000rpm,70 cv @ 5000 rpm,70 hk @ 5000 v/min,70 hp à 5000 rpm,,1960356BCoupe16S,Horsepower (bhp or Kw  @  rpm),!showcase
14,86lb-ft @ 3700rpm,"11,9 mkg à 3700 tr/mn",117 Nm bei 3700 U/min.,86lb-ft @ 3700rpm,"11,9 kgm @ 3700 rpm",117 Nm @ 3700 v/min,"11,9 kgm à 3700 rpm",,1960356BCoupe16S,Torque (lb-ft or Nm @ rpm),!showcase
16,15,"15""",15 sek.,15 sec.,15 seg,15 s,15 seg,,1960356BCoupe16S,"Acceleration (0-60 mph, or 0-100 Km/h, in seconds)",!showcase
18,108.5 mph,175 km/h,175 km/h,175km/h,175km/h,175km/h,175km/h,,1960356BCoupe16S,Top Speed (mph) - please also supply in km/h,!showcase
20,,,,,,,,,1960356BCoupe16S,,!showcase
22,,,,,,,,,1960356BCoupe16S,GENERAL DATA,!showcase
24,900Kg,900 Kg,900 kg,900Kg,900Kg,900Kg,900Kg,,1960356BCoupe16S,Weight (kerb - kg),!showcase
26,4010 mm,4010  mm,4010  mm,4010 mm,4010 mm,4010 mm,"4,01m",,1960356BCoupe16S,Length ( mm),!showcase
28,1670 mm,1670  mm,1670  mm,1670 mm,1670 mm,1670 mm,"1,67m",,1960356BCoupe16S,Width ( mm),!showcase
30,1330 mm,1330  mm,1330  mm,1330 mm,1330 mm,1330 mm,"1,33m",,1960356BCoupe16S,Height ( mm),!showcase
32,2100 mm,2100  mm,2100  mm,2100 mm,2100 mm,2100 mm,"2,1m",,1960356BCoupe16S,Wheelbase ( mm),!showcase
34,,,,,,,,,1960356BCoupe16S,,!showcase
36,,,,,,,,,1960356BCoupe16S,PERFORMANCE DATA,!showcase
38,,,,,,,,,1960356BCoupe16S,"Engine Type (in format ""48 valve, V-12"")",!showcase
40,,,,,,,,,1960356BCoupe16S,Displacement  (cc),!showcase
42,,,,,,,,,1960356BCoupe16S,Horsepower (bhp or Kw  @  rpm),!showcase
44,,,,,,,,,1960356BCoupe16S,Torque (lb-ft or Nm @ rpm),!showcase
46,,,,,,,,,1960356BCoupe16S,"Acceleration (0-60 mph, or 0-100 Km/h, in seconds)",!showcase
48,,,,,,,,,1960356BCoupe16S,Top Speed (mph or km/h),!showcase
50,5500 rpm,5500 tr/mn,5500 U/min.,5500 rpm,5500 rpm,5500 v/min,5500 rpm,,1960356BCoupe16S,Maximum Engine Speed (rpm),!showcase
52,8.5:1,"8,5:1","8,5:1",8.5:1,"8,5:1","8,5:1","8,5:1",,1960356BCoupe16S,Compression Ratio (I.e. 9.6:1),!showcase
54,,,,,,,,,1960356BCoupe16S,,!showcase
56,,,,,,,,,1960356BCoupe16S,CHASSIS & DRIVETRAIN,!showcase
58,Rear-engine / Rear-drive,Moteur arrière / Propulsion,Heckmotor / Heckantrieb,Motore Post. / Trazione Post.,Motor post. / Tracción tras.,Svansmotor / Bakhjulsdrift,Motor Traseiro / Tração Traseira,,1960356BCoupe16S,"Layout (e.g. front engine, rear drive)",!showcase
60,Drum,Tambour,Tro mmel,Tamburo,Tambor,Tru mma,Tambor,,1960356BCoupe16S,Brakes – front,!showcase
62,Drum,Tambour,Tro mmel,Tamburo,Tambor,Tru mma,Tambor,,1960356BCoupe16S,Brakes – rear,!showcase
64,4.5 x 15in,114 x 381  mm,114 x 381 mm,114 x 381 mm,114 x 381 mm,114 x 381 mm,114 x 381 mm,,1960356BCoupe16S,Wheels (front),!showcase
66,4.5 x 15in,114 x 381  mm,114 x 381 mm,114 x 381 mm,114 x 381 mm,114 x 381 mm,114 x 381 mm,,1960356BCoupe16S,Wheels (rear),!showcase
68,165 R 15,165 R 15,165 R 15,165 R 15,165 R 15,165 R 15,165 R 15,,1960356BCoupe16S,"Tires, Front",!showcase
70,165 R 15,165 R 15,165 R 15,165 R 15,165 R 15,165 R 15,165 R 15,,1960356BCoupe16S,"Tires, Rear",!showcase
72,3.09,"3,09","3,09",3.09,"3,09","3,09","3,09",,1960356BCoupe16S,Gear Ratio - 1st Gear,!showcase
74,1.765,"1,765","1,765",1.765,"1,765","1,765","1,765",,1960356BCoupe16S,Gear Ratio - 2nd Gear,!showcase
76,1.13,"1,13","1,13",1.13,"1,13","1,13","1,13",,1960356BCoupe16S,Gear Ratio - 3rd Gear,!showcase
78,0.852,"0,852","0,852",0.852,"0,852","0,852","0,852",,1960356BCoupe16S,Gear Ratio - 4th Gear,!showcase
80,N/A,n.c.,N/V,n.d.,n/d,Ej tillg.,N/A,,1960356BCoupe16S,Gear Ratio - 5th Gear,!showcase
82,N/A,n.c.,N/V,n.d.,n/d,Ej tillg.,N/A,,1960356BCoupe16S,Gear Ratio - 6th Gear,!showcase
84,4.428:1,"4,428:1","4,428:1",4.428:1,"4,428:1","4,428:1","4,428:1",,1960356BCoupe16S,Gear Ratio - Final Drive,!showcase
86,-3.6,"-3,56","-3,56",-3.56,"-3,56","-3,56","-3,56",,1960356BCoupe16S,Gear Ratio - Reverse,!showcase
88,4-Speed,4,4-Gang,4-Marce,4 vel.,4-växlad,4 marchas,,1960356BCoupe16S,Gearbox (e.g. 5 speed),!showcase
90,Manual,Manuelle,Manuell,Manuale,Manual,Manuell,Manual,,1960356BCoupe16S,Transmission type (manual or automatic),!showcase




,,,,,,,,,,,
2,1960 356B Cabrio 1.6S,,,,,,,,1960356BCabrio16s,STAT DATA GROUPINGS,!showcase
4,,,,,,,,,1960356BCabrio16s,,!showcase
6,American,French,German,Italian,Spanish,Swedish,Portugese,,1960356BCabrio16s,STATS AT A GLANCE,!showcase
8,"4 cylinder ""Boxer""",4 cylindres boxer,4-Zylinder Boxer,4 Cilindri Boxer,"""Boxer"" de 4 Cilindros","4-cylindrig ""boxer""",Boxer 4 cilindros,,1960356BCabrio16s,"Engine Type (in format ""48 valve, V-12"")",!showcase
10,1582cc,1582cc,1582 ccm,1582cc,1582cc,1582cc,1582cc,,1960356BCabrio16s,Displacement  (cc),!showcase
12,70bhp @ 5000rpm,70 ch à 5000 tr/mn,70 PS bei 5000 U/min.,70bhp @ 5000rpm,70 cv @ 5000 rpm,70 hk @ 5000 v/min,70 hp à 5000 rpm,,1960356BCabrio16s,Horsepower (bhp or Kw  @  rpm),!showcase
14,86lb-ft @ 3700rpm,"11,9 mkg à 3700 tr/mn",117 Nm bei 3700 U/min.,86lb-ft @ 3700rpm,"11,9 kgm @ 3700 rpm",117 Nm @ 3700 v/min,"11,9 kgm à 3700 rpm",,1960356BCabrio16s,Torque (lb-ft or Nm @ rpm),!showcase
16,15,"15""",15 sek.,15 sec.,15 seg,15 s,15 seg,,1960356BCabrio16s,"Acceleration (0-60 mph, or 0-100 Km/h, in seconds)",!showcase
18,108.5 mph,175 km/h,175 km/h,175km/h,175km/h,175km/h,175km/h,,1960356BCabrio16s,Top Speed (mph) - please also supply in km/h,!showcase
20,,,,,,,,,1960356BCabrio16s,,!showcase
22,,,,,,,,,1960356BCabrio16s,GENERAL DATA,!showcase
24,860Kg,860 Kg,860 kg,860Kg,860Kg,860Kg,860Kg,,1960356BCabrio16s,Weight (kerb - kg),!showcase
26,4010 mm,4010  mm,4010  mm,4010 mm,4010 mm,4010 mm,"4,01m",,1960356BCabrio16s,Length ( mm),!showcase
28,1670 mm,1670  mm,1670  mm,1670 mm,1670 mm,1670 mm,"1,67m",,1960356BCabrio16s,Width ( mm),!showcase
30,1330 mm,1330  mm,1330  mm,1330 mm,1330 mm,1330 mm,"1,33m",,1960356BCabrio16s,Height ( mm),!showcase
32,2100 mm,2100  mm,2100  mm,2100 mm,2100 mm,2100 mm,"2,1m",,1960356BCabrio16s,Wheelbase ( mm),!showcase
34,,,,,,,,,1960356BCabrio16s,,!showcase
36,,,,,,,,,1960356BCabrio16s,PERFORMANCE DATA,!showcase
38,,,,,,,,,1960356BCabrio16s,"Engine Type (in format ""48 valve, V-12"")",!showcase
40,,,,,,,,,1960356BCabrio16s,Displacement  (cc),!showcase
42,,,,,,,,,1960356BCabrio16s,Horsepower (bhp or Kw  @  rpm),!showcase
44,,,,,,,,,1960356BCabrio16s,Torque (lb-ft or Nm @ rpm),!showcase
46,,,,,,,,,1960356BCabrio16s,"Acceleration (0-60 mph, or 0-100 Km/h, in seconds)",!showcase
48,,,,,,,,,1960356BCabrio16s,Top Speed (mph or km/h),!showcase
50,5500 rpm,5500 tr/mn,5500 U/min.,5500 rpm,5500 rpm,5500 v/min,5500 rpm,,1960356BCabrio16s,Maximum Engine Speed (rpm),!showcase
52,8.5:1,"8,5:1","8,5:1",8.5:1,"8,5:1","8,5:1","8,5:1",,1960356BCabrio16s,Compression Ratio (I.e. 9.6:1),!showcase
54,,,,,,,,,1960356BCabrio16s,,!showcase
56,,,,,,,,,1960356BCabrio16s,CHASSIS & DRIVETRAIN,!showcase
58,Rear-engine / Rear-drive,Moteur arrière / Propulsion,Heckmotor / Heckantrieb,Motore Post. / Trazione Post.,Motor post. / Tracción tras.,Svansmotor / Bakhjulsdrift,Motor Traseiro / Tração Traseira,,1960356BCabrio16s,"Layout (e.g. front engine, rear drive)",!showcase
60,Drum,Tambour,Tro mmel,Tamburo,Tambor,Tru mma,Tambor,,1960356BCabrio16s,Brakes – front,!showcase
62,Drum,Tambour,Tro mmel,Tamburo,Tambor,Tru mma,Tambor,,1960356BCabrio16s,Brakes – rear,!showcase
64,4.5 x 15in,114 x 381  mm,114 x 381 mm,114 x 381 mm,114 x 381 mm,114 x 381 mm,114 x 381 mm,,1960356BCabrio16s,Wheels (front),!showcase
66,4.5 x 15in,114 x 381  mm,114 x 381 mm,114 x 381 mm,114 x 381 mm,114 x 381 mm,114 x 381 mm,,1960356BCabrio16s,Wheels (rear),!showcase
68,165 R 15,165 R 15,165 R 15,165 R 15,165 R 15,165 R 15,165 R 15,,1960356BCabrio16s,"Tires, Front",!showcase
70,165 R 15,165 R 15,165 R 15,165 R 15,165 R 15,165 R 15,165 R 15,,1960356BCabrio16s,"Tires, Rear",!showcase
72,3.09,"3,09","3,09",3.09,"3,09","3,09","3,09",,1960356BCabrio16s,Gear Ratio - 1st Gear,!showcase
74,1.765,"1,765","1,765",1.765,"1,765","1,765","1,765",,1960356BCabrio16s,Gear Ratio - 2nd Gear,!showcase
76,1.13,"1,13","1,13",1.13,"1,13","1,13","1,13",,1960356BCabrio16s,Gear Ratio - 3rd Gear,!showcase
78,0.852,"0,852","0,852",0.852,"0,852","0,852","0,852",,1960356BCabrio16s,Gear Ratio - 4th Gear,!showcase
80,N/A,n.c.,N/V,n.d.,n/d,Ej tillg.,N/A,,1960356BCabrio16s,Gear Ratio - 5th Gear,!showcase
82,N/A,n.c.,N/V,n.d.,n/d,Ej tillg.,N/A,,1960356BCabrio16s,Gear Ratio - 6th Gear,!showcase
84,4.428:1,"4,428:1","4,428:1",4.428:1,"4,428:1","4,428:1","4,428:1",,1960356BCabrio16s,Gear Ratio - Final Drive,!showcase
86,-3.6,"-3,56","-3,56",-3.56,"-3,56","-3,56","-3,56",,1960356BCabrio16s,Gear Ratio - Reverse,!showcase
88,4-Speed,4,4-Gang,4-Marce,4 vel.,4-växlad,4 marchas,,1960356BCabrio16s,Gearbox (e.g. 5 speed),!showcase
90,Manual,Manuelle,Manuell,Manuale,Manual,Manuell,Manual,,1960356BCabrio16s,Transmission type (manual or automatic),!showcase



,,,,,,,,,,,
,,,,,,,,,,,
2,1960 356B Hardtop 1.6S,,,,,,,,1960356BHardtop16s,STAT DATA GROUPINGS,!showcase
4,,,,,,,,,1960356BHardtop16s,,!showcase
6,American,French,German,Italian,Spanish,Swedish,Portugese,,1960356BHardtop16s,STATS AT A GLANCE,!showcase
8,"4 cylinder ""Boxer""",4 cylindres boxer,4-Zylinder Boxer,4 Cilindri Boxer,"""Boxer"" de 4 Cilindros","4-cylindrig ""boxer""",Boxer 4 cilindros,,1960356BHardtop16s,"Engine Type (in format ""48 valve, V-12"")",!showcase
10,1582cc,1582cc,1582 ccm,1582cc,1582cc,1582cc,1582cc,,1960356BHardtop16s,Displacement  (cc),!showcase
12,70bhp @ 5000rpm,70 ch à 5000 tr/mn,70 PS bei 5000 U/min.,70bhp @ 5000rpm,70 cv @ 5000 rpm,70 hk @ 5000 v/min,70 hp à 5000 rpm,,1960356BHardtop16s,Horsepower (bhp or Kw  @  rpm),!showcase
14,86lb-ft @ 3700rpm,"11,9 mkg à 3700 tr/mn",117 Nm bei 3700 U/min.,86lb-ft @ 3700rpm,"11,9 kgm @ 3700 rpm",117 Nm @ 3700 v/min,"11,9 kgm à 3700 rpm",,1960356BHardtop16s,Torque (lb-ft or Nm @ rpm),!showcase
16,15,"15""",15 sek.,15 sec.,15 seg,15 s,15 seg,,1960356BHardtop16s,"Acceleration (0-60 mph, or 0-100 Km/h, in seconds)",!showcase
18,108.5 mph,175 km/h,175 km/h,175km/h,175km/h,175km/h,175km/h,,1960356BHardtop16s,Top Speed (mph) - please also supply in km/h,!showcase
20,,,,,,,,,1960356BHardtop16s,,!showcase
22,,,,,,,,,1960356BHardtop16s,GENERAL DATA,!showcase
24,900Kg,900 Kg,900 kg,900Kg,900Kg,900Kg,900Kg,,1960356BHardtop16s,Weight (kerb - kg),!showcase
26,4010 mm,4010  mm,4010  mm,4010 mm,4010 mm,4010 mm,"4,01m",,1960356BHardtop16s,Length ( mm),!showcase
28,1670 mm,1670  mm,1670  mm,1670 mm,1670 mm,1670 mm,"1,67m",,1960356BHardtop16s,Width ( mm),!showcase
30,1330 mm,1330  mm,1330  mm,1330 mm,1330 mm,1330 mm,"1,33m",,1960356BHardtop16s,Height ( mm),!showcase
32,2100 mm,2100  mm,2100  mm,2100 mm,2100 mm,2100 mm,"2,1m",,1960356BHardtop16s,Wheelbase ( mm),!showcase
34,,,,,,,,,1960356BHardtop16s,,!showcase
36,,,,,,,,,1960356BHardtop16s,PERFORMANCE DATA,!showcase
38,,,,,,,,,1960356BHardtop16s,"Engine Type (in format ""48 valve, V-12"")",!showcase
40,,,,,,,,,1960356BHardtop16s,Displacement  (cc),!showcase
42,,,,,,,,,1960356BHardtop16s,Horsepower (bhp or Kw  @  rpm),!showcase
44,,,,,,,,,1960356BHardtop16s,Torque (lb-ft or Nm @ rpm),!showcase
46,,,,,,,,,1960356BHardtop16s,"Acceleration (0-60 mph, or 0-100 Km/h, in seconds)",!showcase
48,,,,,,,,,1960356BHardtop16s,Top Speed (mph or km/h),!showcase
50,5500 rpm,5500 tr/mn,5500 U/min.,5500 rpm,5500 rpm,5500 v/min,5500 rpm,,1960356BHardtop16s,Maximum Engine Speed (rpm),!showcase
52,8.5:1,"8,5:1","8,5:1",8.5:1,"8,5:1","8,5:1","8,5:1",,1960356BHardtop16s,Compression Ratio (I.e. 9.6:1),!showcase
54,,,,,,,,,1960356BHardtop16s,,!showcase
56,,,,,,,,,1960356BHardtop16s,CHASSIS & DRIVETRAIN,!showcase
58,Rear-engine / Rear-drive,Moteur arrière / Propulsion,Heckmotor / Heckantrieb,Motore Post. / Trazione Post.,Motor post. / Tracción tras.,Svansmotor / Bakhjulsdrift,Motor Traseiro / Tração Traseira,,1960356BHardtop16s,"Layout (e.g. front engine, rear drive)",!showcase
60,Drum,Tambour,Tro mmel,Tamburo,Tambor,Tru mma,Tambor,,1960356BHardtop16s,Brakes – front,!showcase
62,Drum,Tambour,Tro mmel,Tamburo,Tambor,Tru mma,Tambor,,1960356BHardtop16s,Brakes – rear,!showcase
64,4.5 x 15in,114 x 381  mm,114 x 381 mm,114 x 381 mm,114 x 381 mm,114 x 381 mm,114 x 381 mm,,1960356BHardtop16s,Wheels (front),!showcase
66,4.5 x 15in,114 x 381  mm,114 x 381 mm,114 x 381 mm,114 x 381 mm,114 x 381 mm,114 x 381 mm,,1960356BHardtop16s,Wheels (rear),!showcase
68,165 R 15,165 R 15,165 R 15,165 R 15,165 R 15,165 R 15,165 R 15,,1960356BHardtop16s,"Tires, Front",!showcase
70,165 R 15,165 R 15,165 R 15,165 R 15,165 R 15,165 R 15,165 R 15,,1960356BHardtop16s,"Tires, Rear",!showcase
72,3.09,"3,09","3,09",3.09,"3,09","3,09","3,09",,1960356BHardtop16s,Gear Ratio - 1st Gear,!showcase
74,1.765,"1,765","1,765",1.765,"1,765","1,765","1,765",,1960356BHardtop16s,Gear Ratio - 2nd Gear,!showcase
76,1.13,"1,13","1,13",1.13,"1,13","1,13","1,13",,1960356BHardtop16s,Gear Ratio - 3rd Gear,!showcase
78,0.852,"0,852","0,852",0.852,"0,852","0,852","0,852",,1960356BHardtop16s,Gear Ratio - 4th Gear,!showcase
80,N/A,n.c.,N/V,n.d.,n/d,Ej tillg.,N/A,,1960356BHardtop16s,Gear Ratio - 5th Gear,!showcase
82,N/A,n.c.,N/V,n.d.,n/d,Ej tillg.,N/A,,1960356BHardtop16s,Gear Ratio - 6th Gear,!showcase
84,4.428:1,"4,428:1","4,428:1",4.428:1,"4,428:1","4,428:1","4,428:1",,1960356BHardtop16s,Gear Ratio - Final Drive,!showcase
86,-3.6,"-3,56","-3,56",-3.56,"-3,56","-3,56","-3,56",,1960356BHardtop16s,Gear Ratio - Reverse,!showcase
